# file...... output/IEEE_123_feeder_0_swing_node.csv
# date...... Fri Jul 26 12:25:41 2019
# user...... ankit
# host...... (null)
# target.... meter 285
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_current_A,measured_current_B,measured_current_C,measured_voltage_A,measured_voltage_B,measured_voltage_C,measured_power
2013-07-29 12:00:00 PST,+291.621-128.875j,-234.144-138.588j,-26.4079+266.091j,+2401.4-0.595788j,-1201.11-2079.44j,-1200.3+2079.97j,+1.85496e+06+894196j
2013-07-29 12:16:13 PST,+816.669-312.3j,-425.782-329.322j,-100.833+732.068j,+2400.83-1.68442j,-1201.47-2078.96j,-1199.25+2079.98j,+4.80103e+06+1.90612e+06j
2013-07-29 12:16:14 PST,+816.669-312.3j,-425.782-329.322j,-100.833+732.068j,+2400.83-1.68442j,-1201.47-2078.96j,-1199.25+2079.98j,+4.80103e+06+1.90612e+06j
2013-07-29 12:16:15 PST,+816.669-312.3j,-425.782-329.322j,-100.833+732.068j,+2400.83-1.68442j,-1201.47-2078.96j,-1199.25+2079.98j,+4.80103e+06+1.90612e+06j
2013-07-29 12:16:16 PST,+816.83-311.754j,-425.974-329.175j,-100.888+732.025j,+2400.83-1.68496j,-1201.47-2078.96j,-1199.25+2079.98j,+4.80132e+06+1.90522e+06j
2013-07-29 12:16:17 PST,+806.762-303.647j,-430.471-331.039j,-99.4965+741.451j,+2400.85-1.66559j,-1201.47-2078.95j,-1199.23+2079.97j,+4.80435e+06+1.90708e+06j
2013-07-29 12:16:18 PST,+806.762-303.647j,-430.471-331.039j,-99.4965+741.451j,+2400.85-1.66559j,-1201.47-2078.95j,-1199.23+2079.97j,+4.80435e+06+1.90708e+06j
2013-07-29 12:16:19 PST,+806.762-303.647j,-430.471-331.039j,-99.4965+741.451j,+2400.85-1.66559j,-1201.47-2078.95j,-1199.23+2079.97j,+4.80435e+06+1.90708e+06j
2013-07-29 12:16:20 PST,+806.834-302.95j,-430.305-331.259j,-98.6367+741.646j,+2400.85-1.66597j,-1201.47-2078.95j,-1199.23+2079.97j,+4.80415e+06+1.90682e+06j
2013-07-29 12:16:21 PST,+811.365-306.717j,-429.938-331.091j,-97.8774+746.152j,+2400.84-1.67465j,-1201.47-2078.95j,-1199.22+2079.97j,+4.8227e+06+1.92226e+06j
2013-07-29 12:16:22 PST,+811.365-306.717j,-429.938-331.091j,-97.8774+746.152j,+2400.84-1.67465j,-1201.47-2078.95j,-1199.22+2079.97j,+4.8227e+06+1.92226e+06j
2013-07-29 12:16:23 PST,+811.365-306.717j,-429.938-331.091j,-97.8774+746.152j,+2400.84-1.67465j,-1201.47-2078.95j,-1199.22+2079.97j,+4.8227e+06+1.92226e+06j
2013-07-29 12:16:24 PST,+811.228-307.221j,-429.853-331.135j,-97.8258+746.194j,+2400.84-1.67419j,-1201.47-2078.95j,-1199.22+2079.97j,+4.82239e+06+1.9234e+06j
2013-07-29 12:16:25 PST,+810.965-307.09j,-436.073-333.854j,-97.6701+747.518j,+2400.84-1.67365j,-1201.48-2078.94j,-1199.22+2079.97j,+4.83744e+06+1.93466e+06j
2013-07-29 12:16:26 PST,+810.965-307.09j,-436.073-333.854j,-97.6701+747.518j,+2400.84-1.67365j,-1201.48-2078.94j,-1199.22+2079.97j,+4.83744e+06+1.93466e+06j
2013-07-29 12:16:27 PST,+810.965-307.09j,-436.073-333.854j,-97.6701+747.518j,+2400.84-1.67365j,-1201.48-2078.94j,-1199.22+2079.97j,+4.83744e+06+1.93466e+06j
2013-07-29 12:16:28 PST,+811.101-306.845j,-436.162-333.768j,-97.5652+747.544j,+2400.84-1.67403j,-1201.48-2078.94j,-1199.22+2079.97j,+4.83763e+06+1.93461e+06j
2013-07-29 12:16:29 PST,+812.648-308.098j,-437-334.101j,-98.4254+741.067j,+2400.84-1.677j,-1201.48-2078.93j,-1199.23+2079.97j,+4.8306e+06+1.9294e+06j
2013-07-29 12:16:30 PST,+812.648-308.098j,-437-334.101j,-98.4254+741.067j,+2400.84-1.677j,-1201.48-2078.93j,-1199.23+2079.97j,+4.8306e+06+1.9294e+06j
2013-07-29 12:16:31 PST,+812.648-308.098j,-437-334.101j,-98.4254+741.067j,+2400.84-1.677j,-1201.48-2078.93j,-1199.23+2079.97j,+4.8306e+06+1.9294e+06j
2013-07-29 12:16:32 PST,+812.713-308.053j,-437.176-333.941j,-98.7236+740.998j,+2400.84-1.67716j,-1201.48-2078.93j,-1199.23+2079.97j,+4.83085e+06+1.92915e+06j
2013-07-29 12:16:33 PST,+814.82-310.065j,-437.491-334.14j,-99.3336+736.969j,+2400.83-1.68111j,-1201.48-2078.93j,-1199.24+2079.98j,+4.82906e+06+1.92829e+06j
2013-07-29 12:16:34 PST,+814.82-310.065j,-437.491-334.14j,-99.3336+736.969j,+2400.83-1.68111j,-1201.48-2078.93j,-1199.24+2079.98j,+4.82906e+06+1.92829e+06j
2013-07-29 12:16:35 PST,+814.82-310.065j,-437.491-334.14j,-99.3336+736.969j,+2400.83-1.68111j,-1201.48-2078.93j,-1199.24+2079.98j,+4.82906e+06+1.92829e+06j
2013-07-29 12:16:36 PST,+814.874-310.271j,-437.573-334.01j,-99.7589+736.911j,+2400.83-1.68116j,-1201.48-2078.93j,-1199.24+2079.98j,+4.82941e+06+1.92816e+06j
2013-07-29 12:16:37 PST,+813.342-308.927j,-439.635-334.814j,-101.308+724.846j,+2400.83-1.67825j,-1201.48-2078.93j,-1199.27+2079.98j,+4.80665e+06+1.91058e+06j
2013-07-29 12:16:38 PST,+813.342-308.927j,-439.635-334.814j,-101.308+724.846j,+2400.83-1.67825j,-1201.48-2078.93j,-1199.27+2079.98j,+4.80665e+06+1.91058e+06j
2013-07-29 12:16:39 PST,+813.342-308.927j,-439.635-334.814j,-101.308+724.846j,+2400.83-1.67825j,-1201.48-2078.93j,-1199.27+2079.98j,+4.80665e+06+1.91058e+06j
2013-07-29 12:16:40 PST,+813.496-308.481j,-439.869-334.596j,-101.723+724.747j,+2400.84-1.67874j,-1201.48-2078.93j,-1199.27+2079.98j,+4.80714e+06+1.90928e+06j
2013-07-29 12:16:41 PST,+816.386-310.9j,-444.138-336.36j,-101.582+725.004j,+2400.83-1.68427j,-1201.48-2078.92j,-1199.27+2079.98j,+4.82323e+06+1.92242e+06j
2013-07-29 12:16:42 PST,+816.386-310.9j,-444.138-336.36j,-101.582+725.004j,+2400.83-1.68427j,-1201.48-2078.92j,-1199.27+2079.98j,+4.82323e+06+1.92242e+06j
2013-07-29 12:16:43 PST,+816.386-310.9j,-444.138-336.36j,-101.582+725.004j,+2400.83-1.68427j,-1201.48-2078.92j,-1199.27+2079.98j,+4.82323e+06+1.92242e+06j
2013-07-29 12:16:44 PST,+816.37-311.012j,-444.309-336.239j,-101.531+725.027j,+2400.83-1.68419j,-1201.48-2078.92j,-1199.27+2079.98j,+4.82314e+06+1.92333e+06j
2013-07-29 12:16:45 PST,+820.034-314.024j,-446.647-337.197j,-101.472+725.569j,+2400.82-1.69122j,-1201.48-2078.91j,-1199.27+2079.98j,+4.83779e+06+1.93502e+06j
2013-07-29 12:16:46 PST,+820.034-314.024j,-446.647-337.197j,-101.472+725.569j,+2400.82-1.69122j,-1201.48-2078.91j,-1199.27+2079.98j,+4.83779e+06+1.93502e+06j
2013-07-29 12:16:47 PST,+820.034-314.024j,-446.647-337.197j,-101.472+725.569j,+2400.82-1.69122j,-1201.48-2078.91j,-1199.27+2079.98j,+4.83779e+06+1.93502e+06j
2013-07-29 12:16:48 PST,+820.069-314.07j,-446.748-337.101j,-101.503+725.563j,+2400.82-1.69128j,-1201.48-2078.91j,-1199.27+2079.98j,+4.83782e+06+1.93539e+06j
2013-07-29 12:16:49 PST,+805.39-302.414j,-454.987-340.558j,-101.662+723.484j,+2400.85-1.66299j,-1201.48-2078.89j,-1199.27+2079.98j,+4.81552e+06+1.9176e+06j
2013-07-29 12:16:50 PST,+805.39-302.414j,-454.987-340.558j,-101.662+723.484j,+2400.85-1.66299j,-1201.48-2078.89j,-1199.27+2079.98j,+4.81552e+06+1.9176e+06j
2013-07-29 12:16:51 PST,+805.39-302.414j,-454.987-340.558j,-101.662+723.484j,+2400.85-1.66299j,-1201.48-2078.89j,-1199.27+2079.98j,+4.81552e+06+1.9176e+06j
2013-07-29 12:16:52 PST,+805.623-301.117j,-455.15-340.563j,-101.116+723.541j,+2400.85-1.66392j,-1201.48-2078.89j,-1199.27+2079.98j,+4.81575e+06+1.91603e+06j
2013-07-29 12:16:53 PST,+809.773-304.514j,-453.359-339.896j,-100.875+724.919j,+2400.85-1.67189j,-1201.48-2078.9j,-1199.27+2079.98j,+4.82476e+06+1.9234e+06j
2013-07-29 12:16:54 PST,+809.773-304.514j,-453.359-339.896j,-100.875+724.919j,+2400.85-1.67189j,-1201.48-2078.9j,-1199.27+2079.98j,+4.82476e+06+1.9234e+06j
2013-07-29 12:16:55 PST,+809.773-304.514j,-453.359-339.896j,-100.875+724.919j,+2400.85-1.67189j,-1201.48-2078.9j,-1199.27+2079.98j,+4.82476e+06+1.9234e+06j
2013-07-29 12:16:56 PST,+809.669-305.017j,-453.315-339.899j,-101.03+724.913j,+2400.84-1.6715j,-1201.48-2078.9j,-1199.27+2079.98j,+4.82463e+06+1.92418e+06j
2013-07-29 12:16:57 PST,+814.801-309.384j,-452.26-339.469j,-101.153+723.27j,+2400.83-1.68129j,-1201.48-2078.9j,-1199.27+2079.98j,+4.83152e+06+1.93075e+06j
2013-07-29 12:16:58 PST,+814.801-309.384j,-452.26-339.469j,-101.153+723.27j,+2400.83-1.68129j,-1201.48-2078.9j,-1199.27+2079.98j,+4.83152e+06+1.93075e+06j
2013-07-29 12:16:59 PST,+814.801-309.384j,-452.26-339.469j,-101.153+723.27j,+2400.83-1.68129j,-1201.48-2078.9j,-1199.27+2079.98j,+4.83152e+06+1.93075e+06j
2013-07-29 12:17:00 PST,+814.798-309.841j,-452.255-339.4j,-101.419+723.168j,+2400.83-1.68114j,-1201.48-2078.9j,-1199.27+2079.98j,+4.83148e+06+1.93124e+06j
2013-07-29 12:17:01 PST,+811.965-307.547j,-449.503-339.662j,-100.97+725.866j,+2400.84-1.67569j,-1201.48-2078.9j,-1199.27+2079.98j,+4.82699e+06+1.92388e+06j
2013-07-29 12:17:02 PST,+811.965-307.547j,-449.503-339.662j,-100.97+725.866j,+2400.84-1.67569j,-1201.48-2078.9j,-1199.27+2079.98j,+4.82699e+06+1.92388e+06j
2013-07-29 12:17:03 PST,+811.965-307.547j,-449.503-339.662j,-100.97+725.866j,+2400.84-1.67569j,-1201.48-2078.9j,-1199.27+2079.98j,+4.82699e+06+1.92388e+06j
2013-07-29 12:17:04 PST,+811.909-307.567j,-449.402-339.738j,-100.814+725.935j,+2400.84-1.67556j,-1201.48-2078.91j,-1199.27+2079.98j,+4.82685e+06+1.92403e+06j
2013-07-29 12:17:05 PST,+813.551-308.98j,-452.26-340.629j,-101.237+723.393j,+2400.83-1.67869j,-1201.49-2078.9j,-1199.27+2079.98j,+4.83129e+06+1.92836e+06j
2013-07-29 12:17:06 PST,+813.551-308.98j,-452.26-340.629j,-101.237+723.393j,+2400.83-1.67869j,-1201.49-2078.9j,-1199.27+2079.98j,+4.83129e+06+1.92836e+06j
2013-07-29 12:17:07 PST,+813.551-308.98j,-452.26-340.629j,-101.237+723.393j,+2400.83-1.67869j,-1201.49-2078.9j,-1199.27+2079.98j,+4.83129e+06+1.92836e+06j
2013-07-29 12:17:08 PST,+813.578-308.876j,-452.467-340.474j,-101.364+723.354j,+2400.83-1.67878j,-1201.49-2078.9j,-1199.27+2079.98j,+4.83136e+06+1.92842e+06j
2013-07-29 12:17:09 PST,+816.087-310.777j,-456.937-342.347j,-100.928+725.96j,+2400.83-1.68365j,-1201.49-2078.89j,-1199.27+2079.98j,+4.85154e+06+1.94403e+06j
2013-07-29 12:17:10 PST,+816.087-310.777j,-456.937-342.347j,-100.928+725.96j,+2400.83-1.68365j,-1201.49-2078.89j,-1199.27+2079.98j,+4.85154e+06+1.94403e+06j
2013-07-29 12:17:11 PST,+816.087-310.777j,-456.937-342.347j,-100.928+725.96j,+2400.83-1.68365j,-1201.49-2078.89j,-1199.27+2079.98j,+4.85154e+06+1.94403e+06j
2013-07-29 12:17:12 PST,+816.137-310.69j,-457.02-342.3j,-100.703+726.019j,+2400.83-1.68379j,-1201.49-2078.89j,-1199.27+2079.98j,+4.85151e+06+1.94459e+06j
2013-07-29 12:17:13 PST,+811.147-306.751j,-458.359-342.843j,-100.382+728.175j,+2400.84-1.67416j,-1201.49-2078.88j,-1199.26+2079.98j,+4.84637e+06+1.94054e+06j
2013-07-29 12:17:14 PST,+811.147-306.751j,-458.359-342.843j,-100.382+728.175j,+2400.84-1.67416j,-1201.49-2078.88j,-1199.26+2079.98j,+4.84637e+06+1.94054e+06j
2013-07-29 12:17:15 PST,+811.147-306.751j,-458.359-342.843j,-100.382+728.175j,+2400.84-1.67416j,-1201.49-2078.88j,-1199.26+2079.98j,+4.84637e+06+1.94054e+06j
2013-07-29 12:17:16 PST,+811.19-306.373j,-458.302-342.95j,-99.9969+728.29j,+2400.84-1.67438j,-1201.49-2078.88j,-1199.26+2079.98j,+4.8464e+06+1.94032e+06j
2013-07-29 12:17:17 PST,+814.697-309.525j,-458.066-342.823j,-100.009+727.883j,+2400.83-1.68102j,-1201.49-2078.89j,-1199.26+2079.98j,+4.85344e+06+1.94702e+06j
2013-07-29 12:17:18 PST,+814.697-309.525j,-458.066-342.823j,-100.009+727.883j,+2400.83-1.68102j,-1201.49-2078.89j,-1199.26+2079.98j,+4.85344e+06+1.94702e+06j
2013-07-29 12:17:19 PST,+814.697-309.525j,-458.066-342.823j,-100.009+727.883j,+2400.83-1.68102j,-1201.49-2078.89j,-1199.26+2079.98j,+4.85344e+06+1.94702e+06j
2013-07-29 12:17:20 PST,+814.74-309.832j,-458.143-342.716j,-100.256+727.871j,+2400.83-1.68101j,-1201.49-2078.89j,-1199.26+2079.98j,+4.85368e+06+1.94752e+06j
2013-07-29 12:17:21 PST,+815.178-310.195j,-455.779-341.755j,-99.8588+730.061j,+2400.83-1.68185j,-1201.49-2078.89j,-1199.26+2079.98j,+4.85398e+06+1.94808e+06j
2013-07-29 12:17:22 PST,+815.178-310.195j,-455.779-341.755j,-99.8588+730.061j,+2400.83-1.68185j,-1201.49-2078.89j,-1199.26+2079.98j,+4.85398e+06+1.94808e+06j
2013-07-29 12:17:23 PST,+815.178-310.195j,-455.779-341.755j,-99.8588+730.061j,+2400.83-1.68185j,-1201.49-2078.89j,-1199.26+2079.98j,+4.85398e+06+1.94808e+06j
2013-07-29 12:17:24 PST,+815.144-310.435j,-455.61-341.862j,-99.8893+730.057j,+2400.83-1.6817j,-1201.49-2078.89j,-1199.26+2079.98j,+4.85394e+06+1.94811e+06j
2013-07-29 12:17:25 PST,+816.564-311.316j,-452.119-340.301j,-100.431+727.147j,+2400.83-1.68452j,-1201.48-2078.9j,-1199.26+2079.98j,+4.84452e+06+1.94023e+06j
2013-07-29 12:17:26 PST,+816.564-311.316j,-452.119-340.301j,-100.431+727.147j,+2400.83-1.68452j,-1201.48-2078.9j,-1199.26+2079.98j,+4.84452e+06+1.94023e+06j
2013-07-29 12:17:27 PST,+816.564-311.316j,-452.119-340.301j,-100.431+727.147j,+2400.83-1.68452j,-1201.48-2078.9j,-1199.26+2079.98j,+4.84452e+06+1.94023e+06j
2013-07-29 12:17:28 PST,+816.614-311.206j,-452.206-340.206j,-100.709+727.067j,+2400.83-1.68466j,-1201.48-2078.9j,-1199.26+2079.98j,+4.84471e+06+1.93959e+06j
2013-07-29 12:17:29 PST,+818.53-312.762j,-453.638-340.811j,-101.553+720.169j,+2400.82-1.68835j,-1201.49-2078.9j,-1199.28+2079.99j,+4.83896e+06+1.93555e+06j
2013-07-29 12:17:30 PST,+818.53-312.762j,-453.638-340.811j,-101.553+720.169j,+2400.82-1.68835j,-1201.49-2078.9j,-1199.28+2079.99j,+4.83896e+06+1.93555e+06j
2013-07-29 12:17:31 PST,+818.53-312.762j,-453.638-340.811j,-101.553+720.169j,+2400.82-1.68835j,-1201.49-2078.9j,-1199.28+2079.99j,+4.83896e+06+1.93555e+06j
2013-07-29 12:17:32 PST,+818.589-312.779j,-453.757-340.673j,-101.816+720.09j,+2400.82-1.68847j,-1201.49-2078.9j,-1199.28+2079.99j,+4.83911e+06+1.93536e+06j
2013-07-29 12:17:33 PST,+820.549-314.388j,-452.478-340.142j,-100.903+726.873j,+2400.82-1.69223j,-1201.48-2078.9j,-1199.26+2079.98j,+4.85418e+06+1.94722e+06j
2013-07-29 12:17:34 PST,+820.549-314.388j,-452.478-340.142j,-100.903+726.873j,+2400.82-1.69223j,-1201.48-2078.9j,-1199.26+2079.98j,+4.85418e+06+1.94722e+06j
2013-07-29 12:17:35 PST,+820.549-314.388j,-452.478-340.142j,-100.903+726.873j,+2400.82-1.69223j,-1201.48-2078.9j,-1199.26+2079.98j,+4.85418e+06+1.94722e+06j
2013-07-29 12:17:36 PST,+820.468-314.704j,-452.281-340.29j,-100.705+726.926j,+2400.82-1.69195j,-1201.48-2078.9j,-1199.26+2079.98j,+4.85393e+06+1.94787e+06j
2013-07-29 12:17:37 PST,+818.209-312.609j,-449.168-339.013j,-101.014+724.293j,+2400.82-1.68769j,-1201.48-2078.91j,-1199.27+2079.98j,+4.83701e+06+1.93412e+06j
2013-07-29 12:17:38 PST,+818.209-312.609j,-449.168-339.013j,-101.014+724.293j,+2400.82-1.68769j,-1201.48-2078.91j,-1199.27+2079.98j,+4.83701e+06+1.93412e+06j
2013-07-29 12:17:39 PST,+818.209-312.609j,-449.168-339.013j,-101.014+724.293j,+2400.82-1.68769j,-1201.48-2078.91j,-1199.27+2079.98j,+4.83701e+06+1.93412e+06j
2013-07-29 12:17:40 PST,+818.252-312.447j,-449.012-339.135j,-101.04+724.303j,+2400.82-1.68784j,-1201.48-2078.91j,-1199.27+2079.98j,+4.83723e+06+1.93321e+06j
2013-07-29 12:17:41 PST,+824.064-317.374j,-439.122-335.03j,-100.873+726.973j,+2400.81-1.69894j,-1201.48-2078.93j,-1199.26+2079.98j,+4.83613e+06+1.93295e+06j
2013-07-29 12:17:42 PST,+824.064-317.374j,-439.122-335.03j,-100.873+726.973j,+2400.81-1.69894j,-1201.48-2078.93j,-1199.26+2079.98j,+4.83613e+06+1.93295e+06j
2013-07-29 12:17:43 PST,+824.064-317.374j,-439.122-335.03j,-100.873+726.973j,+2400.81-1.69894j,-1201.48-2078.93j,-1199.26+2079.98j,+4.83613e+06+1.93295e+06j
2013-07-29 12:17:44 PST,+823.833-318.377j,-438.893-335.161j,-101.316+726.933j,+2400.81-1.6981j,-1201.48-2078.93j,-1199.26+2079.98j,+4.83602e+06+1.93375e+06j
2013-07-29 12:17:45 PST,+823.895-318.261j,-441.067-336.057j,-102.085+722.886j,+2400.81-1.69828j,-1201.48-2078.92j,-1199.27+2079.99j,+4.83315e+06+1.93047e+06j
2013-07-29 12:17:46 PST,+823.895-318.261j,-441.067-336.057j,-102.085+722.886j,+2400.81-1.69828j,-1201.48-2078.92j,-1199.27+2079.99j,+4.83315e+06+1.93047e+06j
2013-07-29 12:17:47 PST,+823.895-318.261j,-441.067-336.057j,-102.085+722.886j,+2400.81-1.69828j,-1201.48-2078.92j,-1199.27+2079.99j,+4.83315e+06+1.93047e+06j
2013-07-29 12:17:48 PST,+824.023-317.919j,-441.287-335.868j,-102.339+722.806j,+2400.81-1.69867j,-1201.48-2078.92j,-1199.27+2079.99j,+4.83346e+06+1.92971e+06j
2013-07-29 12:17:49 PST,+825.528-319.096j,-443.596-336.832j,-102.026+726.249j,+2400.81-1.70158j,-1201.48-2078.92j,-1199.27+2079.98j,+4.84864e+06+1.94094e+06j
2013-07-29 12:17:50 PST,+825.528-319.096j,-443.596-336.832j,-102.026+726.249j,+2400.81-1.70158j,-1201.48-2078.92j,-1199.27+2079.98j,+4.84864e+06+1.94094e+06j
2013-07-29 12:17:51 PST,+825.528-319.096j,-443.596-336.832j,-102.026+726.249j,+2400.81-1.70158j,-1201.48-2078.92j,-1199.27+2079.98j,+4.84864e+06+1.94094e+06j
2013-07-29 12:17:52 PST,+825.543-319.049j,-443.673-336.802j,-101.91+726.242j,+2400.81-1.70163j,-1201.48-2078.92j,-1199.27+2079.98j,+4.84855e+06+1.94126e+06j
2013-07-29 12:17:53 PST,+834.863-326.757j,-441.642-336.087j,-102.41+723.191j,+2400.79-1.71949j,-1201.48-2078.92j,-1199.27+2079.99j,+4.86126e+06+1.95167e+06j
2013-07-29 12:17:54 PST,+834.863-326.757j,-441.642-336.087j,-102.41+723.191j,+2400.79-1.71949j,-1201.48-2078.92j,-1199.27+2079.99j,+4.86126e+06+1.95167e+06j
2013-07-29 12:17:55 PST,+834.863-326.757j,-441.642-336.087j,-102.41+723.191j,+2400.79-1.71949j,-1201.48-2078.92j,-1199.27+2079.99j,+4.86126e+06+1.95167e+06j
2013-07-29 12:17:56 PST,+834.821-327.532j,-441.715-335.944j,-103.07+723.062j,+2400.79-1.71914j,-1201.48-2078.92j,-1199.27+2079.99j,+4.86147e+06+1.95232e+06j
2013-07-29 12:17:57 PST,+841.927-332.143j,-437.403-334.187j,-103.45+720.884j,+2400.77-1.73318j,-1201.48-2078.93j,-1199.28+2079.99j,+4.86563e+06+1.95312e+06j
2013-07-29 12:17:58 PST,+841.927-332.143j,-437.403-334.187j,-103.45+720.884j,+2400.77-1.73318j,-1201.48-2078.93j,-1199.28+2079.99j,+4.86563e+06+1.95312e+06j
2013-07-29 12:17:59 PST,+841.927-332.143j,-437.403-334.187j,-103.45+720.884j,+2400.77-1.73318j,-1201.48-2078.93j,-1199.28+2079.99j,+4.86563e+06+1.95312e+06j
2013-07-29 12:18:00 PST,+841.653-332.798j,-437.36-334.16j,-103.911+720.8j,+2400.77-1.73236j,-1201.48-2078.93j,-1199.28+2079.99j,+4.86524e+06+1.95358e+06j
2013-07-29 12:18:01 PST,+844.772-335.295j,-432.534-332.152j,-103.495+723.468j,+2400.77-1.73837j,-1201.47-2078.94j,-1199.27+2079.99j,+4.86781e+06+1.95601e+06j
2013-07-29 12:18:02 PST,+844.772-335.295j,-432.534-332.152j,-103.495+723.468j,+2400.77-1.73837j,-1201.47-2078.94j,-1199.27+2079.99j,+4.86781e+06+1.95601e+06j
2013-07-29 12:18:03 PST,+844.772-335.295j,-432.534-332.152j,-103.495+723.468j,+2400.77-1.73837j,-1201.47-2078.94j,-1199.27+2079.99j,+4.86781e+06+1.95601e+06j
2013-07-29 12:18:04 PST,+844.639-335.778j,-432.365-332.279j,-103.514+723.502j,+2400.77-1.73792j,-1201.47-2078.94j,-1199.27+2079.99j,+4.86765e+06+1.95666e+06j
2013-07-29 12:18:05 PST,+845.535-336.717j,-425.88-330.583j,-104.093+720.726j,+2400.76-1.73957j,-1201.47-2078.96j,-1199.28+2079.99j,+4.85341e+06+1.94294e+06j
2013-07-29 12:18:06 PST,+845.535-336.717j,-425.88-330.583j,-104.093+720.726j,+2400.76-1.73957j,-1201.47-2078.96j,-1199.28+2079.99j,+4.85341e+06+1.94294e+06j
2013-07-29 12:18:07 PST,+845.535-336.717j,-425.88-330.583j,-104.093+720.726j,+2400.76-1.73957j,-1201.47-2078.96j,-1199.28+2079.99j,+4.85341e+06+1.94294e+06j
2013-07-29 12:18:08 PST,+845.507-337.036j,-425.947-330.493j,-104.612+720.602j,+2400.76-1.73941j,-1201.47-2078.96j,-1199.28+2079.99j,+4.8536e+06+1.94273e+06j
2013-07-29 12:18:09 PST,+846.743-337.957j,-424.323-329.831j,-105.151+716.471j,+2400.76-1.74181j,-1201.47-2078.96j,-1199.29+2079.99j,+4.84529e+06+1.93629e+06j
2013-07-29 12:18:10 PST,+846.743-337.957j,-424.323-329.831j,-105.151+716.471j,+2400.76-1.74181j,-1201.47-2078.96j,-1199.29+2079.99j,+4.84529e+06+1.93629e+06j
2013-07-29 12:18:11 PST,+846.743-337.957j,-424.323-329.831j,-105.151+716.471j,+2400.76-1.74181j,-1201.47-2078.96j,-1199.29+2079.99j,+4.84529e+06+1.93629e+06j
2013-07-29 12:18:12 PST,+846.792-337.999j,-424.31-329.817j,-105.377+716.395j,+2400.76-1.7419j,-1201.47-2078.96j,-1199.29+2080j,+4.84548e+06+1.93582e+06j
2013-07-29 12:18:13 PST,+845.593-336.806j,-424.18-329.678j,-106.623+707.368j,+2400.76-1.73967j,-1201.47-2078.96j,-1199.31+2080j,+4.82488e+06+1.91945e+06j
2013-07-29 12:18:14 PST,+845.593-336.806j,-424.18-329.678j,-106.623+707.368j,+2400.76-1.73967j,-1201.47-2078.96j,-1199.31+2080j,+4.82488e+06+1.91945e+06j
2013-07-29 12:18:15 PST,+845.593-336.806j,-424.18-329.678j,-106.623+707.368j,+2400.76-1.73967j,-1201.47-2078.96j,-1199.31+2080j,+4.82488e+06+1.91945e+06j
2013-07-29 12:18:16 PST,+845.723-336.413j,-424.344-329.523j,-106.849+707.333j,+2400.76-1.74008j,-1201.47-2078.96j,-1199.31+2080j,+4.82527e+06+1.91852e+06j
2013-07-29 12:18:17 PST,+849.193-339.192j,-422.039-328.584j,-107.312+704.279j,+2400.76-1.74676j,-1201.47-2078.97j,-1199.31+2080j,+4.82309e+06+1.9169e+06j
2013-07-29 12:18:18 PST,+849.193-339.192j,-422.039-328.584j,-107.312+704.279j,+2400.76-1.74676j,-1201.47-2078.97j,-1199.31+2080j,+4.82309e+06+1.9169e+06j
2013-07-29 12:18:19 PST,+849.193-339.192j,-422.039-328.584j,-107.312+704.279j,+2400.76-1.74676j,-1201.47-2078.97j,-1199.31+2080j,+4.82309e+06+1.9169e+06j
2013-07-29 12:18:20 PST,+849.142-339.61j,-422.078-328.529j,-107.654+704.226j,+2400.76-1.74651j,-1201.47-2078.97j,-1199.31+2080j,+4.8232e+06+1.91727e+06j
2013-07-29 12:18:21 PST,+850.829-340.976j,-422.185-328.535j,-108.924+694.373j,+2400.75-1.74976j,-1201.47-2078.97j,-1199.33+2080.01j,+4.80842e+06+1.90632e+06j
2013-07-29 12:18:22 PST,+850.829-340.976j,-422.185-328.535j,-108.924+694.373j,+2400.75-1.74976j,-1201.47-2078.97j,-1199.33+2080.01j,+4.80842e+06+1.90632e+06j
2013-07-29 12:18:23 PST,+850.829-340.976j,-422.185-328.535j,-108.924+694.373j,+2400.75-1.74976j,-1201.47-2078.97j,-1199.33+2080.01j,+4.80842e+06+1.90632e+06j
2013-07-29 12:18:24 PST,+850.963-340.899j,-422.406-328.353j,-109.341+694.273j,+2400.75-1.75008j,-1201.47-2078.97j,-1199.33+2080.01j,+4.80892e+06+1.90582e+06j
2013-07-29 12:18:25 PST,+853.235-342.922j,-425.035-329.442j,-108.906+697.036j,+2400.75-1.75438j,-1201.47-2078.96j,-1199.33+2080.01j,+4.82502e+06+1.91904e+06j
2013-07-29 12:18:26 PST,+853.235-342.922j,-425.035-329.442j,-108.906+697.036j,+2400.75-1.75438j,-1201.47-2078.96j,-1199.33+2080.01j,+4.82502e+06+1.91904e+06j
2013-07-29 12:18:27 PST,+853.235-342.922j,-425.035-329.442j,-108.906+697.036j,+2400.75-1.75438j,-1201.47-2078.96j,-1199.33+2080.01j,+4.82502e+06+1.91904e+06j
2013-07-29 12:18:28 PST,+853.241-343.082j,-425.079-329.405j,-108.829+697.049j,+2400.75-1.75434j,-1201.47-2078.96j,-1199.33+2080.01j,+4.82495e+06+1.91973e+06j
2013-07-29 12:18:29 PST,+856.121-345.379j,-420.16-327.365j,-108.612+698.799j,+2400.74-1.75989j,-1201.47-2078.97j,-1199.32+2080.01j,+4.82509e+06+1.92001e+06j
